,px,pz,start_speed,end_speed,spin_rate,spin_dir,break_angle,break_length,break_y,ax,ay,az,sz_bot,sz_top,type_confidence,vx0,vy0,vz0,x,x0,y,y0,z0,pfx_x,pfx_z,nasty,zone,code,type,pitch_type,event_num,b_score,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,xmid,zmid,batter_id,event,g_id,inning,o,p_score,p_throws,pitcher_id,stand,top
121,-1.235,1.406,86.8,81.2,967.359,181.0,3.5,6.0,23.9,-0.148,22.633,-23.715,1.45,3.13,2.0,-8.362,-126.882,-5.128,164.08,2.096,200.82,50.0,5.31,-0.09,5.07,67.0,13.0,X,X,FC,237,2.0,2015000029.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.438,2.9354999999999998,543939,Forceout,201500001,4,1,0,L,452657,L,True
122,-0.704,2.331,89.1,81.6,2447.042,149.454,-32.8,4.0,23.8,11.17,28.467,-13.247,1.58,3.49,2.0,-9.031,-130.297,-4.94,143.83,1.966,175.84,50.0,5.259,6.53,11.01,63.0,4.0,F,S,FF,242,2.0,2015000030.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.08683333333333332,2.8775,445055,Strikeout,201500001,4,2,0,L,452657,L,True
123,0.286,1.65,83.6,77.9,884.162,198.416,6.8,6.9,23.9,-2.357,22.281,-25.096,1.58,3.45,2.0,-4.479,-122.41,-3.781,106.1,2.333,194.23,50.0,5.343,-1.54,4.58,47.0,9.0,B,B,FC,243,2.0,2015000030.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.4378333333333335,3.1148333333333333,445055,Strikeout,201500001,4,2,0,L,452657,L,True
124,0.39,1.794,85.0,78.8,1858.632,123.673,-26.5,6.9,23.8,13.26,23.674,-23.34,1.58,3.49,2.0,-6.944,-124.369,-3.888,102.13,2.117,190.34,50.0,5.301,8.42,5.56,41.0,9.0,F,S,CH,249,2.0,2015000030.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.5518333333333334,3.084166666666667,445055,Strikeout,201500001,4,2,0,L,452657,L,True
125,-0.831,2.095,86.7,80.7,705.827,190.482,5.2,6.6,23.9,-1.123,24.021,-26.105,1.58,3.49,2.0,-7.362,-126.862,-2.867,148.68,2.188,182.22,50.0,5.303,-0.68,3.65,56.0,13.0,F,S,FC,250,2.0,2015000030.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.7351666666666667,3.394833333333333,445055,Strikeout,201500001,4,2,0,L,452657,L,True
126,-1.479,2.118,91.0,84.0,2264.594,144.034,-30.9,4.3,23.8,12.186,27.353,-15.381,1.4,3.31,2.0,-11.523,-132.923,-5.411,173.38,2.022,181.59,50.0,5.289,6.78,9.31,20.0,13.0,B,B,FF,251,2.0,2015000030.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,-0.2935000000000002,2.9276666666666666,445055,Strikeout,201500001,4,2,0,L,452657,L,True
127,1.071,2.632,83.0,78.2,1104.242,212.854,12.3,6.6,23.9,-5.027,18.61,-24.39,1.42,3.34,2.0,-2.342,-121.741,-1.648,76.18,2.463,167.72,50.0,5.382,-3.27,5.02,55.0,12.0,C,S,FC,252,2.0,2015000030.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0395,3.5886666666666662,445055,Strikeout,201500001,4,2,0,L,452657,L,True
128,-0.382,1.312,73.6,69.0,1391.33,310.656,12.1,13.6,23.9,-7.853,18.458,-38.918,1.64,3.61,2.0,-3.87,-107.937,0.239,131.56,2.296,203.36,50.0,5.479,-6.64,-5.77,88.0,13.0,B,B,CU,256,2.0,2015000031.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.510333333333333,3.8763333333333336,425794,Groundout,201500001,4,3,0,L,452657,R,True
129,0.14,1.891,90.7,82.7,2161.347,147.95,-27.8,4.4,23.7,10.486,31.211,-15.426,1.64,3.61,2.0,-7.24,-132.636,-5.725,111.66,2.146,187.72,50.0,5.222,5.95,9.46,33.0,8.0,X,X,FF,257,2.0,2015000031.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.6471666666666667,2.7681666666666667,425794,Groundout,201500001,4,3,0,L,452657,R,True
130,0.832,2.752,84.1,78.2,1260.872,156.047,-12.2,6.2,23.9,4.346,22.755,-22.392,1.54,3.37,2.0,3.955,-123.162,-4.03,85.29,-1.155,164.48,50.0,6.287,2.81,6.27,66.0,12.0,X,X,FC,263,0.0,2015000032.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3956666666666667,3.997,516770,Groundout,201500001,4,1,2,R,425794,R,False
131,0.334,0.538,73.2,67.6,2068.728,40.737,-12.9,16.2,23.8,9.992,23.305,-43.775,1.47,3.27,2.0,1.261,-107.374,-1.801,104.27,-1.406,224.25,50.0,6.381,8.8,-10.28,67.0,14.0,B,B,CU,267,0.0,2015000033.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.2693333333333334,4.316166666666667,458085,Groundout,201500001,4,2,2,R,425794,L,False
132,-0.083,2.54,88.6,81.2,1709.086,190.458,6.3,4.4,23.8,-2.775,28.936,-17.143,1.47,3.27,2.0,3.518,-129.749,-5.795,120.16,-1.248,170.2,50.0,6.123,-1.64,8.84,21.0,5.0,X,X,FF,268,0.0,2015000033.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-0.5288333333333333,3.5948333333333333,458085,Groundout,201500001,4,2,2,R,425794,L,False
133,0.626,1.707,88.3,81.1,2148.548,205.792,23.1,4.4,23.8,-8.326,28.226,-14.946,1.57,3.5,2.0,5.895,-129.203,-7.912,93.14,-1.048,192.69,50.0,5.969,-4.95,10.2,71.0,9.0,C,S,FF,272,0.0,2015000034.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2015,2.988,592609,Groundout,201500001,4,3,2,R,425794,R,False
134,-1.095,2.376,86.6,79.2,1725.089,189.484,6.9,4.7,23.8,-2.485,28.397,-17.302,1.57,3.5,2.0,1.049,-126.806,-6.16,158.74,-1.316,174.63,50.0,6.239,-1.54,9.18,53.0,13.0,B,B,FC,273,0.0,2015000034.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,-1.0771666666666666,3.5425,592609,Groundout,201500001,4,3,2,R,425794,R,False
135,0.978,0.224,75.7,69.3,1953.206,30.381,-9.9,15.7,23.8,7.553,26.299,-45.057,1.57,3.5,2.0,2.624,-110.924,-2.574,79.72,-1.049,232.73,50.0,6.255,6.28,-10.78,41.0,14.0,B,B,CU,274,0.0,2015000034.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,-0.5588333333333333,4.137833333333333,592609,Groundout,201500001,4,3,2,R,425794,R,False
136,-0.113,1.353,88.4,80.5,2115.636,196.372,15.3,4.1,23.7,-5.316,30.828,-14.081,1.57,3.5,2.0,3.799,-129.316,-9.178,121.31,-1.197,202.25,50.0,6.066,-3.19,10.81,39.0,13.0,B,B,FF,275,0.0,2015000034.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,-0.3891666666666667,2.8086666666666664,592609,Groundout,201500001,4,3,2,R,425794,R,False
137,0.073,2.471,89.7,81.9,2325.928,199.381,23.4,3.6,23.7,-6.987,30.578,-12.314,1.57,3.5,2.0,4.253,-131.318,-6.931,114.22,-1.051,172.06,50.0,6.08,-4.04,11.45,23.0,5.0,F,S,FF,276,0.0,2015000034.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,-0.15233333333333332,3.3213333333333335,592609,Groundout,201500001,4,3,2,R,425794,R,False
138,0.336,2.492,85.5,79.7,677.649,150.428,-7.0,7.1,23.9,2.889,23.536,-27.083,1.57,3.5,2.0,3.013,-125.32,-3.766,104.19,-1.112,171.5,50.0,6.208,1.8,3.13,33.0,6.0,X,X,FC,277,0.0,2015000034.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,-0.538,4.089166666666666,592609,Groundout,201500001,4,3,2,R,425794,R,False
139,-1.639,1.311,89.9,81.7,2156.646,154.485,-19.8,4.1,23.7,8.4,31.663,-14.576,1.72,3.56,2.0,-10.852,-131.177,-7.368,179.47,1.944,203.38,50.0,5.274,4.89,10.21,53.0,13.0,B,B,FF,282,2.0,2015000035.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.255,2.4416666666666664,572761,Single,201500001,5,0,0,L,452657,L,True
140,-0.825,1.758,86.3,79.5,1308.023,193.945,10.5,5.7,23.8,-2.743,26.647,-21.129,1.72,3.56,2.0,-6.912,-126.226,-4.848,148.45,2.175,191.31,50.0,5.413,-1.71,6.83,66.0,13.0,C,S,FC,283,2.0,2015000035.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8174999999999999,3.0163333333333333,572761,Single,201500001,5,0,0,L,452657,L,True
141,1.208,2.443,87.4,80.4,1732.464,118.684,-25.9,6.9,23.8,13.416,27.261,-24.834,1.72,3.56,2.0,-5.242,-128.062,-2.677,70.95,2.232,172.82,50.0,5.451,8.11,4.39,39.0,14.0,B,B,SI,284,2.0,2015000035.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.044166666666667,3.581166666666667,572761,Single,201500001,5,0,0,L,452657,L,True
142,0.975,3.392,89.0,80.4,2042.137,156.55,-21.2,4.1,23.7,7.305,32.521,-15.335,1.72,3.56,2.0,-4.742,-130.4,-2.156,79.84,2.272,147.2,50.0,5.413,4.33,9.93,62.0,12.0,B,B,FF,285,2.0,2015000035.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.2626666666666666,3.5749999999999997,572761,Single,201500001,5,0,0,L,452657,L,True
143,-0.702,2.807,88.2,80.1,2098.29,153.969,-21.0,4.3,23.7,8.19,30.55,-15.406,1.72,3.56,2.0,-8.514,-129.026,-3.51,143.76,2.023,162.99,50.0,5.395,4.93,10.05,46.0,4.0,C,S,FF,286,2.0,2015000035.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.24966666666666676,3.2635,572761,Single,201500001,5,0,0,L,452657,L,True
144,0.302,2.446,84.7,78.2,1094.89,197.842,8.9,6.3,23.8,-2.871,25.21,-23.255,1.72,3.56,2.0,-4.544,-124.153,-2.467,105.49,2.396,172.74,50.0,5.391,-1.84,5.68,35.0,6.0,D,X,FC,287,2.0,2015000035.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,1.5023333333333333,3.4451666666666667,572761,Single,201500001,5,0,0,L,452657,L,True
145,0.318,1.025,72.7,67.3,940.998,289.537,11.2,12.6,23.8,-6.513,20.183,-34.485,1.59,3.45,2.0,-2.424,-106.548,-1.316,104.88,2.218,211.11,50.0,5.586,-5.73,-2.1,66.0,14.0,B,B,CU,291,2.0,2015000036.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7455,3.4805,518792,Single,201500001,5,0,0,L,452657,L,True
146,-1.635,2.235,85.6,78.8,987.655,167.195,0.1,6.3,23.8,1.889,26.339,-23.864,1.59,3.45,2.0,-9.743,-125.181,-2.809,179.32,2.159,178.44,50.0,5.334,1.2,5.21,20.0,13.0,B,B,FC,292,2.0,2015000036.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.16199999999999992,3.350333333333333,518792,Single,201500001,5,0,0,L,452657,L,True
147,-0.796,2.702,88.8,80.5,2233.295,154.164,-23.7,4.0,23.7,8.718,31.573,-14.17,1.59,3.45,2.0,-8.744,-129.947,-3.873,147.34,1.965,165.83,50.0,5.314,5.19,10.67,47.0,11.0,F,S,FF,293,2.0,2015000036.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.15199999999999997,3.1188333333333333,518792,Single,201500001,5,0,0,L,452657,L,True
148,1.941,2.231,85.2,79.4,1897.803,126.479,-28.6,6.6,23.9,13.13,22.437,-22.466,1.59,3.45,2.0,-3.46,-124.829,-3.257,43.01,2.268,178.54,50.0,5.378,8.23,6.04,21.0,14.0,B,B,CH,294,2.0,2015000036.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.4186666666666663,3.3011666666666666,518792,Single,201500001,5,0,0,L,452657,L,True
149,-0.49,2.436,90.1,82.1,2177.802,153.229,-24.2,4.0,23.7,8.916,30.901,-14.502,1.59,3.45,2.0,-8.344,-131.86,-4.615,135.68,2.067,173.01,50.0,5.296,5.12,10.11,39.0,4.0,F,S,FF,295,2.0,2015000036.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,0.3618333333333334,3.0235000000000003,518792,Single,201500001,5,0,0,L,452657,L,True
150,-0.912,2.077,89.6,82.4,2288.817,137.334,-33.4,5.0,23.8,13.997,27.793,-16.988,1.59,3.45,2.0,-10.329,-130.908,-4.845,151.76,2.038,182.7,50.0,5.225,8.07,8.71,57.0,13.0,D,X,FF,296,2.0,2015000036.0,3.0,2.0,0.0,6.0,1.0,0.0,0.0,-0.10950000000000004,2.9251666666666662,518792,Single,201500001,5,0,0,L,452657,L,True
151,-0.397,2.326,87.5,81.2,1032.188,189.234,6.2,5.8,23.8,-1.464,25.35,-23.171,1.82,3.67,2.0,-6.185,-128.203,-3.395,132.13,2.156,175.98,50.0,5.467,-0.88,5.34,53.0,7.0,E,X,FC,303,2.0,2015000037.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9528333333333334,3.4515,407812,Single,201500001,5,0,0,L,452657,R,True
152,1.019,2.254,88.9,82.1,1909.25,114.396,-29.2,7.0,23.8,15.602,27.059,-25.098,1.73,3.68,2.0,-6.201,-130.178,-3.184,78.16,2.251,177.92,50.0,5.391,9.08,4.08,69.0,14.0,B,B,SI,310,3.0,2015000038.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8783333333333331,3.4825,425509,Pop Out,201500001,5,1,0,L,452657,R,True
153,-0.55,2.932,87.6,81.3,1327.127,184.914,6.0,5.1,23.8,-1.005,24.635,-20.488,1.73,3.68,2.0,-6.618,-128.22,-2.307,137.96,2.134,159.62,50.0,5.429,-0.6,6.92,37.0,4.0,X,X,FC,316,3.0,2015000038.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.842,3.6038333333333337,425509,Pop Out,201500001,5,1,0,L,452657,R,True
154,1.696,2.123,91.6,83.8,2351.142,115.481,-37.0,6.8,23.8,19.616,31.483,-22.826,1.68,3.57,0.881,-6.349,-134.083,-5.617,52.35,2.693,181.46,50.0,5.895,10.88,5.14,37.0,14.0,S,S,FT,323,3.0,2015000039.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.2878333333333334,3.580666666666667,571431,Strikeout,201500001,5,2,0,L,457435,L,True
155,-0.613,2.997,92.7,85.7,1978.622,159.26,-16.1,3.6,23.8,6.548,28.308,-14.883,1.68,3.57,0.913,-9.706,-135.569,-4.866,140.37,2.551,157.86,50.0,5.846,3.5,9.21,49.0,1.0,S,S,FF,324,3.0,2015000039.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.6773333333333333,3.654,571431,Strikeout,201500001,5,2,0,L,457435,L,True
156,0.378,1.927,92.8,85.7,2427.325,162.244,-23.9,2.9,23.8,6.922,28.532,-10.559,1.68,3.57,0.914,-7.266,-135.653,-8.375,102.59,2.606,186.75,50.0,5.783,3.7,11.51,45.0,9.0,S,S,FF,325,3.0,2015000039.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.1836666666666666,2.895833333333334,571431,Strikeout,201500001,5,2,0,L,457435,L,True
157,4.828,5.211,68.3,63.3,1392.787,181.973,-0.5,8.8,23.8,-0.331,15.265,-22.576,1.57,3.51,0.0,3.49,-100.036,2.726,0.0,3.107,98.08,50.0,6.714,-0.33,9.34,0.0,12.0,I,B,IN,329,3.0,2015000040.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.995,5.184166666666667,425877,Intent Walk,201500001,5,2,0,L,457435,R,True
158,4.721,5.647,74.1,68.3,1515.334,163.24,-9.9,7.2,23.8,3.272,18.744,-21.31,1.57,3.51,0.0,2.209,-108.627,2.89,0.0,3.337,86.31,50.0,6.614,2.73,9.02,0.0,12.0,I,B,IN,330,3.0,2015000040.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.8015,5.378833333333333,425877,Intent Walk,201500001,5,2,0,L,457435,R,True
159,5.134,4.982,72.2,67.1,1603.063,167.942,-8.1,7.3,23.8,2.444,16.623,-20.734,1.57,3.51,0.0,3.219,-105.869,1.753,0.0,3.322,104.27,50.0,6.502,2.14,9.93,0.0,12.0,I,B,IN,331,3.0,2015000040.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,4.049666666666666,4.9145,425877,Intent Walk,201500001,5,2,0,L,457435,R,True
160,4.976,4.922,71.0,65.1,1531.489,175.212,-4.0,7.8,23.8,0.917,18.546,-21.23,1.57,3.51,0.0,3.201,-104.036,1.853,0.0,3.304,105.89,50.0,6.548,0.84,9.98,0.0,12.0,I,B,IN,332,3.0,2015000040.0,3.0,0.0,2.0,4.0,0.0,1.0,1.0,4.069999999999999,4.903333333333332,425877,Intent Walk,201500001,5,2,0,L,457435,R,True
161,1.036,2.21,90.3,82.8,2399.841,120.211,-37.4,6.5,23.8,18.89,29.902,-21.175,1.45,3.13,0.854,-7.949,-132.144,-5.717,77.51,2.696,179.11,50.0,5.972,10.75,6.22,58.0,14.0,M,S,FT,336,3.0,2015000041.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.9701666666666667,3.5726666666666667,543939,Strikeout,201500001,5,3,0,L,457435,L,True
162,-0.614,3.043,91.8,84.2,2007.358,152.498,-21.1,4.0,23.8,8.575,29.817,-15.704,1.45,3.13,0.912,-9.942,-134.201,-4.37,140.4,2.531,156.62,50.0,5.815,4.72,9.02,57.0,1.0,S,S,FF,337,3.0,2015000041.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5651666666666668,3.677333333333334,543939,Strikeout,201500001,5,3,0,L,457435,L,True
163,-1.709,1.136,78.9,73.5,881.867,349.472,4.0,12.0,23.9,-1.281,22.358,-39.066,1.45,3.13,0.901,-9.375,-115.324,-2.395,182.14,2.541,208.11,50.0,5.973,-0.96,-5.2,32.0,13.0,B,B,SL,338,3.0,2015000041.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.49599999999999994,3.9878333333333336,543939,Strikeout,201500001,5,3,0,L,457435,L,True
164,1.169,1.504,92.7,84.5,2384.85,110.934,-36.2,7.1,23.7,20.811,33.869,-24.213,1.45,3.13,0.897,-7.657,-135.547,-7.06,72.44,2.577,198.17,50.0,5.871,11.36,4.31,66.0,14.0,S,S,FT,339,3.0,2015000041.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.9263333333333333,3.328333333333333,543939,Strikeout,201500001,5,3,0,L,457435,L,True
165,0.431,3.143,83.3,77.5,889.504,152.191,-8.7,7.0,23.8,3.494,22.536,-25.55,1.67,3.67,2.0,2.769,-122.146,-2.369,100.57,-1.013,153.92,50.0,6.307,2.3,4.31,55.0,3.0,L,S,FC,345,0.0,2015000042.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4826666666666666,4.365833333333333,424325,Double,201500001,5,0,3,R,425794,R,False
166,0.697,2.392,84.2,78.9,967.566,148.53,-10.6,6.8,23.9,4.294,21.116,-25.159,1.67,3.67,2.0,3.539,-123.325,-4.133,90.43,-1.106,174.2,50.0,6.175,2.75,4.44,44.0,6.0,F,S,FC,346,0.0,2015000042.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-0.43366666666666676,3.9135,424325,Double,201500001,5,0,3,R,425794,R,False
167,0.429,3.164,88.2,81.4,1717.238,190.081,6.2,4.3,23.8,-2.678,26.546,-17.114,1.67,3.67,2.0,3.684,-129.228,-4.458,100.65,-0.808,153.35,50.0,6.223,-1.58,8.85,39.0,3.0,F,S,FF,347,0.0,2015000042.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,-0.05783333333333335,3.9560000000000004,424325,Double,201500001,5,0,3,R,425794,R,False
168,0.783,1.509,74.9,68.5,2069.099,36.838,-12.2,15.8,23.7,9.387,25.157,-44.704,1.67,3.67,2.0,1.741,-109.776,0.004,87.15,-1.057,198.04,50.0,6.395,7.94,-10.67,55.0,14.0,B,B,CU,348,0.0,2015000042.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,-0.7986666666666666,4.841166666666666,424325,Double,201500001,5,0,3,R,425794,R,False
169,0.379,4.637,83.8,77.4,987.455,139.739,-12.9,7.0,23.8,5.405,23.82,-25.792,1.67,3.67,2.0,2.496,-122.874,0.967,102.55,-1.107,113.58,50.0,6.426,3.53,4.12,28.0,12.0,B,B,FC,349,0.0,2015000042.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,-0.6581666666666666,5.188166666666666,424325,Double,201500001,5,0,3,R,425794,R,False
170,0.4,2.712,85.2,78.6,925.311,169.448,-4.9,6.5,23.8,1.458,25.719,-24.348,1.67,3.67,2.0,3.557,-124.814,-3.738,101.75,-1.165,165.56,50.0,6.24,0.93,4.93,30.0,6.0,D,X,FC,350,0.0,2015000042.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,-0.46,4.065166666666666,424325,Double,201500001,5,0,3,R,425794,R,False
171,-0.668,4.388,84.9,78.4,1126.382,136.442,-15.0,6.7,23.8,6.665,24.869,-25.165,1.43,3.3,2.0,0.372,-124.576,0.14,142.46,-1.37,120.3,50.0,6.41,4.24,4.41,55.0,11.0,B,B,FC,356,0.0,2015000043.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.3723333333333334,5.0315,471083,Lineout,201500001,5,1,3,R,425794,L,False
172,0.503,1.753,88.7,82.4,2069.461,194.609,13.3,3.8,23.8,-4.669,25.043,-14.263,1.43,3.3,2.0,4.987,-129.76,-8.594,97.83,-1.084,191.45,50.0,6.176,-2.72,10.38,44.0,9.0,X,X,FF,357,0.0,2015000043.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.06383333333333335,3.0995,471083,Lineout,201500001,5,1,3,R,425794,L,False
173,1.017,2.364,84.6,78.3,957.615,128.233,-14.3,7.5,23.8,6.424,25.099,-27.113,1.52,3.39,2.0,3.877,-123.898,-4.021,78.23,-1.106,174.95,50.0,6.278,4.14,3.21,63.0,14.0,B,B,FC,361,0.0,2015000044.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.38950000000000007,4.0535,600303,Flyout,201500001,5,2,3,R,425794,L,False
174,1.351,1.759,88.4,81.2,2201.231,183.865,0.0,3.5,23.8,-1.322,28.12,-12.617,1.52,3.39,2.0,6.337,-129.19,-8.574,65.5,-1.037,191.29,50.0,6.101,-0.79,11.58,29.0,14.0,B,B,FC,362,0.0,2015000044.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.22283333333333338,2.965,600303,Flyout,201500001,5,2,3,R,425794,L,False
175,-1.405,2.79,84.4,78.1,1176.092,145.698,-12.5,6.6,23.8,5.651,24.367,-23.891,1.52,3.39,2.0,-1.043,-123.69,-3.628,170.56,-1.452,163.45,50.0,6.276,3.64,5.29,22.0,11.0,B,B,FC,363,0.0,2015000044.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,-1.7318333333333333,4.0921666666666665,600303,Flyout,201500001,5,2,3,R,425794,L,False
176,0.125,2.428,86.2,79.8,1743.83,203.138,14.8,5.0,23.8,-5.958,24.573,-18.232,1.52,3.39,2.0,4.689,-126.138,-5.808,112.24,-1.276,173.22,50.0,6.22,-3.68,8.57,21.0,5.0,C,S,FC,364,0.0,2015000044.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,-0.2688333333333333,3.609833333333333,600303,Flyout,201500001,5,2,3,R,425794,L,False
177,0.693,1.823,88.3,81.4,1780.78,196.961,10.7,4.5,23.8,-4.625,27.276,-17.011,1.52,3.39,2.0,5.627,-129.15,-7.494,90.58,-1.159,189.56,50.0,6.074,-2.74,8.95,51.0,9.0,C,S,FF,365,0.0,2015000044.0,3.0,1.0,1.0,5.0,0.0,1.0,0.0,-0.00466666666666668,3.202666666666667,600303,Flyout,201500001,5,2,3,R,425794,L,False
178,0.395,2.862,88.3,81.2,2214.586,192.356,12.9,3.5,23.8,-4.225,27.709,-12.889,1.52,3.39,2.0,4.774,-129.333,-6.058,101.94,-1.152,161.51,50.0,6.228,-2.5,11.37,40.0,3.0,X,X,FF,366,0.0,2015000044.0,3.0,2.0,1.0,6.0,0.0,1.0,0.0,-0.1701666666666666,3.5975,600303,Flyout,201500001,5,2,3,R,425794,L,False
179,-0.596,2.909,72.4,66.6,2101.096,53.319,-16.4,15.5,23.8,12.33,21.235,-41.358,1.69,3.76,2.0,-1.332,-106.159,2.108,139.72,-1.38,160.24,50.0,6.675,11.0,-8.26,80.0,4.0,C,S,CU,371,0.0,2015000045.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,-1.9046666666666665,5.480333333333333,451594,Strikeout,201500001,5,3,3,R,425794,L,False
180,1.304,2.151,86.9,80.7,1230.385,164.928,-9.4,5.7,23.8,2.807,25.182,-21.752,1.69,3.76,2.0,5.497,-127.268,-5.963,67.29,-1.102,180.7,50.0,6.238,1.7,6.28,25.0,14.0,B,B,FC,372,0.0,2015000045.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,-0.040666666666666684,3.6711666666666662,451594,Strikeout,201500001,5,3,3,R,425794,L,False
181,0.503,3.483,88.5,80.9,1979.464,184.981,2.3,3.7,23.7,-1.537,29.203,-14.545,1.69,3.76,2.0,4.134,-129.696,-4.268,97.83,-0.999,144.74,50.0,6.273,-0.91,10.39,46.0,3.0,S,S,FC,373,0.0,2015000045.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,-0.17216666666666666,4.012166666666666,451594,Strikeout,201500001,5,3,3,R,425794,L,False
182,0.403,1.709,74.9,68.7,1965.943,34.9,-11.1,15.5,23.8,8.521,24.567,-44.388,1.69,3.76,2.0,1.22,-109.901,-0.194,101.64,-1.092,192.64,50.0,6.626,7.17,-10.34,42.0,9.0,S,S,CU,374,0.0,2015000045.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,-0.9420000000000001,5.029166666666667,451594,Strikeout,201500001,5,3,3,R,425794,L,False
183,-0.063,2.452,91.5,83.6,2355.086,228.714,38.6,5.4,23.7,-16.343,31.27,-17.824,1.58,3.49,0.921,6.174,-133.978,-3.893,119.4,-1.229,172.58,50.0,5.213,-9.07,7.92,39.0,5.0,C,S,FF,384,3.0,2015000046.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10983333333333334,3.1725,445055,Flyout,201500001,6,1,0,R,435400,L,True
184,0.654,2.81,93.5,84.5,2753.098,207.115,44.2,3.2,23.7,-11.842,35.738,-9.049,1.58,3.49,0.911,6.584,-136.909,-5.262,92.07,-0.977,162.91,50.0,5.402,-6.36,12.39,46.0,6.0,F,S,FF,385,3.0,2015000046.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.36850000000000005,3.0735,445055,Flyout,201500001,6,1,0,R,435400,L,True
185,-0.911,2.589,95.1,86.7,2306.472,210.716,36.6,3.8,23.7,-11.314,34.562,-13.132,1.58,3.49,0.915,2.136,-139.322,-5.666,151.73,-0.937,168.88,50.0,5.534,-5.82,9.76,50.0,11.0,F,S,FF,386,3.0,2015000046.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,-0.439,3.248166666666666,445055,Flyout,201500001,6,1,0,R,435400,L,True
186,0.318,3.151,94.0,86.0,2523.003,207.647,39.6,3.3,23.8,-11.115,32.209,-10.957,1.58,3.49,0.907,5.004,-137.73,-4.595,104.88,-0.771,153.7,50.0,5.589,-5.82,11.07,41.0,3.0,X,X,FF,387,3.0,2015000046.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.25850000000000006,3.4475000000000002,445055,Flyout,201500001,6,1,0,R,435400,L,True
