,px,pz,start_speed,end_speed,spin_rate,spin_dir,break_angle,break_length,break_y,ax,ay,az,sz_bot,sz_top,type_confidence,vx0,vy0,vz0,x,x0,y,y0,z0,pfx_x,pfx_z,nasty,zone,code,type,pitch_type,event_num,b_score,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,xmid,zmid,batter_id,event,g_id,inning,o,p_score,p_throws,pitcher_id,stand,top
187,0.21,2.937,94.5,85.2,2547.985,207.969,40.0,3.4,23.7,-11.399,37.025,-10.709,1.64,3.61,0.921,5.079,-138.383,-4.756,109.0,-0.889,159.48,50.0,5.423,-6.01,11.27,48.0,5.0,F,S,FF,391,3.0,2015000047.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16133333333333333,3.2408333333333332,425794,Pop Out,201500001,6,2,0,R,435400,R,True
188,-0.246,2.389,95.6,86.4,2406.91,205.421,35.0,3.3,23.7,-9.968,37.378,-11.203,1.64,3.61,0.915,3.661,-139.957,-6.341,126.38,-0.918,174.28,50.0,5.449,-5.13,10.75,32.0,4.0,F,S,FF,392,3.0,2015000047.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,-0.15450000000000008,3.023166666666666,425794,Pop Out,201500001,6,2,0,R,435400,R,True
189,0.917,2.938,96.2,87.1,2413.733,210.965,37.5,3.5,23.7,-12.051,36.95,-12.091,1.64,3.61,0.934,6.888,-140.774,-5.024,82.05,-0.788,159.45,50.0,5.552,-6.11,10.14,54.0,12.0,X,X,FF,393,3.0,2015000047.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.5736666666666667,3.4,425794,Pop Out,201500001,6,2,0,R,435400,R,True
190,-1.496,2.793,92.2,84.9,2039.074,239.081,34.4,6.1,23.8,-16.296,29.576,-22.414,1.72,3.56,0.878,3.183,-135.149,-2.005,174.02,-1.544,163.37,50.0,5.119,-8.81,5.24,30.0,11.0,B,B,FT,397,3.0,2015000048.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-0.7858333333333333,3.5193333333333334,572761,Groundout,201500001,6,3,0,R,435400,L,True
191,-1.242,3.889,92.8,85.0,1943.996,229.546,33.1,5.3,23.8,-13.88,31.484,-20.339,1.72,3.56,0.68,2.624,-136.128,-0.095,164.34,-1.256,133.78,50.0,5.339,-7.44,6.3,68.0,11.0,B,B,FF,398,3.0,2015000048.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,-0.6290000000000001,4.0889999999999995,572761,Groundout,201500001,6,3,0,R,435400,L,True
192,0.308,2.28,94.5,85.9,2506.216,213.306,40.4,3.8,23.7,-13.119,34.56,-12.208,1.72,3.56,0.912,6.089,-138.295,-5.895,105.26,-1.045,177.22,50.0,5.278,-6.86,10.41,36.0,9.0,C,S,FF,399,3.0,2015000048.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.20316666666666672,2.9114999999999998,572761,Groundout,201500001,6,3,0,R,435400,L,True
193,-0.714,2.967,95.5,86.2,2354.686,208.946,37.0,3.6,23.7,-11.0,38.143,-12.286,1.72,3.56,0.934,3.031,-140.029,-4.481,144.22,-1.088,158.67,50.0,5.422,-5.67,10.21,49.0,11.0,C,S,FF,400,3.0,2015000048.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,-0.42850000000000005,3.343666666666666,572761,Groundout,201500001,6,3,0,R,435400,L,True
194,-0.343,1.94,95.4,86.5,2717.422,213.307,47.0,3.8,23.7,-14.356,36.088,-10.326,1.72,3.56,0.917,4.605,-139.57,-7.632,130.07,-1.067,186.4,50.0,5.418,-7.4,11.22,44.0,7.0,F,S,FF,401,3.0,2015000048.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,-0.08833333333333326,2.744,572761,Groundout,201500001,6,3,0,R,435400,L,True
195,0.815,2.303,94.5,85.5,3132.444,199.215,53.9,2.2,23.7,-9.822,35.637,-3.995,1.72,3.56,0.876,5.988,-138.211,-8.026,85.93,-0.726,176.6,50.0,5.538,-5.16,14.78,53.0,14.0,F,S,FF,402,3.0,2015000048.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.4745,2.688833333333333,572761,Groundout,201500001,6,3,0,R,435400,L,True
196,0.054,1.113,93.5,85.1,2491.608,236.45,40.5,6.0,23.7,-19.571,34.295,-19.196,1.72,3.56,0.598,7.172,-136.734,-6.906,114.94,-1.259,208.73,50.0,5.02,-10.49,6.92,27.0,14.0,X,X,FT,403,3.0,2015000048.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.2716666666666667,2.489833333333333,572761,Groundout,201500001,6,3,0,R,435400,L,True
197,-1.6,1.989,86.8,79.7,1998.772,195.242,14.9,4.3,23.8,-4.602,27.34,-15.287,1.61,3.59,2.0,0.659,-127.042,-7.244,177.99,-1.495,185.08,50.0,6.104,-2.83,10.34,43.0,13.0,B,B,FC,408,0.0,2015000049.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3116666666666668,3.184833333333333,624585,Lineout,201500001,6,1,3,R,425794,R,False
198,1.098,1.753,83.6,77.9,1430.297,169.064,-8.2,5.7,23.9,2.29,22.584,-20.324,1.61,3.59,2.0,4.817,-122.421,-6.403,75.15,-1.084,191.45,50.0,6.124,1.5,7.71,59.0,14.0,B,B,FC,409,0.0,2015000049.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.118,3.296,624585,Lineout,201500001,6,1,3,R,425794,R,False
199,-0.323,4.504,82.6,76.9,1179.465,133.648,-16.1,7.1,23.9,7.128,21.218,-25.375,1.61,3.59,2.0,1.098,-121.166,0.675,129.31,-1.397,117.17,50.0,6.419,4.74,4.47,27.0,11.0,B,B,FC,410,0.0,2015000049.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.255,5.0889999999999995,624585,Lineout,201500001,6,1,3,R,425794,R,False
200,-0.217,2.252,85.4,78.9,1756.836,191.193,7.3,4.8,23.8,-2.941,25.043,-17.314,1.61,3.59,2.0,2.971,-125.093,-6.072,125.27,-1.179,177.98,50.0,6.128,-1.85,9.32,29.0,8.0,C,S,FC,411,0.0,2015000049.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.5438333333333334,3.4133333333333327,624585,Lineout,201500001,6,1,3,R,425794,R,False
201,0.156,2.793,87.9,80.4,2025.888,190.456,8.7,3.9,23.7,-3.264,29.049,-14.49,1.61,3.59,2.0,3.961,-128.778,-5.437,111.05,-1.154,163.37,50.0,6.069,-1.96,10.58,25.0,5.0,S,S,FF,412,0.0,2015000049.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,-0.3356666666666666,3.5493333333333332,624585,Lineout,201500001,6,1,3,R,425794,R,False
202,-0.162,2.211,89.1,82.0,2014.302,189.931,9.1,3.8,23.8,-3.124,28.068,-14.335,1.61,3.59,2.0,2.863,-130.439,-6.999,123.18,-1.039,179.08,50.0,6.015,-1.82,10.34,31.0,8.0,F,S,FF,413,0.0,2015000049.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,-0.44883333333333325,3.2513333333333327,624585,Lineout,201500001,6,1,3,R,425794,R,False
203,-0.28,2.707,83.7,77.5,1007.672,132.951,-13.3,7.4,23.8,6.237,24.06,-26.368,1.61,3.59,2.0,0.896,-122.682,-3.126,127.67,-1.181,165.69,50.0,6.243,4.09,3.76,33.0,4.0,X,X,FC,414,0.0,2015000049.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,-1.0713333333333335,4.161666666666666,624585,Lineout,201500001,6,1,3,R,425794,R,False
204,-1.474,3.202,86.8,79.0,2183.999,234.264,34.5,6.6,23.7,-15.541,29.689,-20.992,1.66,3.59,2.0,2.926,-127.181,-2.858,173.19,-1.399,152.33,50.0,6.033,-9.63,6.88,42.0,11.0,B,B,SI,418,0.0,2015000050.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.634,4.0441666666666665,519203,Groundout,201500001,6,2,3,R,425794,L,False
205,-1.564,3.062,82.5,75.1,2136.778,241.602,31.7,8.0,23.7,-15.663,27.283,-23.706,1.66,3.59,2.0,3.056,-120.892,-2.584,176.62,-1.459,156.11,50.0,6.263,-10.77,5.77,22.0,11.0,B,B,CH,419,0.0,2015000050.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-0.6140000000000001,4.181666666666667,519203,Groundout,201500001,6,2,3,R,425794,L,False
206,-0.172,1.906,87.3,80.4,1531.93,184.462,1.4,4.9,23.8,-1.051,27.188,-18.712,1.66,3.59,2.0,2.875,-127.877,-6.698,123.56,-1.229,187.32,50.0,6.035,-0.64,8.11,39.0,8.0,F,S,FC,420,0.0,2015000050.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,-0.6471666666666667,3.2946666666666666,519203,Groundout,201500001,6,2,3,R,425794,L,False
207,0.637,2.7,84.3,78.2,1138.906,131.366,-16.4,7.2,23.8,7.282,24.032,-25.762,1.66,3.59,2.0,2.875,-123.596,-3.448,92.72,-1.15,165.88,50.0,6.27,4.7,4.09,39.0,6.0,X,X,FC,421,0.0,2015000050.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,-0.6481666666666666,4.144166666666666,519203,Groundout,201500001,6,2,3,R,425794,L,False
208,0.466,2.09,72.3,66.4,1977.357,48.504,-14.7,15.8,23.8,10.83,22.486,-41.754,1.54,3.37,2.0,0.863,-106.086,0.994,99.24,-1.212,182.35,50.0,6.474,9.75,-8.69,79.0,9.0,C,S,CU,425,0.0,2015000051.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.1855,5.006166666666667,516770,Single,201500001,6,2,3,R,425794,R,False
209,0.656,3.272,87.7,81.2,1570.855,183.751,0.1,4.6,23.8,-0.911,25.426,-18.286,1.54,3.37,2.0,4.597,-128.54,-3.724,91.99,-1.081,150.44,50.0,6.151,-0.54,8.22,53.0,3.0,F,S,FC,426,0.0,2015000051.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,-0.16749999999999995,4.0265,516770,Single,201500001,6,2,3,R,425794,R,False
210,1.728,1.531,74.7,69.0,1773.994,37.521,-11.6,14.9,23.8,8.157,23.017,-42.796,1.54,3.37,2.0,4.126,-109.526,-0.425,51.13,-1.084,197.44,50.0,6.385,6.85,-8.99,28.0,14.0,B,B,CU,427,0.0,2015000051.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,-0.24883333333333335,4.707166666666667,516770,Single,201500001,6,2,3,R,425794,R,False
211,0.281,2.2,89.6,82.0,1553.085,194.494,7.7,4.8,23.8,-3.515,30.276,-18.578,1.54,3.37,2.0,3.743,-131.18,-6.385,106.29,-0.906,179.38,50.0,6.071,-2.04,7.84,30.0,6.0,D,X,FF,428,0.0,2015000051.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,-0.1425,3.482166666666667,516770,Single,201500001,6,2,3,R,425794,R,False
212,0.319,2.921,86.0,80.1,981.928,177.765,-2.2,6.1,23.9,0.333,23.408,-23.647,1.47,3.27,2.0,3.38,-126.081,-3.652,104.84,-1.061,159.91,50.0,6.276,0.2,5.2,53.0,3.0,F,S,FC,432,0.0,2015000052.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,-0.38766666666666666,4.165166666666666,458085,Flyout,201500001,6,3,3,R,425794,L,False
213,-1.298,0.716,73.1,67.8,1910.008,38.305,-10.9,15.8,23.8,8.75,21.835,-43.251,1.47,3.27,2.0,-1.806,-107.221,-1.824,166.48,-1.43,219.45,50.0,6.489,7.66,-9.76,15.0,13.0,*B,B,CU,433,0.0,2015000052.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,-2.002333333333333,4.4158333333333335,458085,Flyout,201500001,6,3,3,R,425794,L,False
214,0.141,2.832,83.6,77.8,673.482,151.374,-6.5,7.4,23.9,2.727,22.918,-27.178,1.47,3.27,2.0,2.587,-122.61,-2.969,111.63,-1.157,162.32,50.0,6.363,1.78,3.21,28.0,2.0,X,X,FC,434,0.0,2015000052.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,-0.6563333333333333,4.33,458085,Flyout,201500001,6,3,3,R,425794,L,False
215,-0.4,2.564,91.2,83.2,2556.668,203.502,35.2,3.4,23.7,-9.385,31.505,-10.593,1.59,3.45,2.0,3.547,-133.54,-6.739,132.25,-1.07,169.55,50.0,5.9,-5.25,12.03,50.0,4.0,X,X,FF,442,3.0,2015000053.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2975000000000001,3.2295000000000003,518792,Groundout,201500001,7,1,0,R,519166,L,True
216,0.853,2.216,93.4,85.3,2615.442,194.404,24.6,2.4,23.7,-6.126,32.277,-8.324,1.82,3.67,2.0,6.151,-136.59,-8.27,84.49,-1.011,178.95,50.0,5.869,-3.27,12.68,74.0,14.0,C,S,FF,446,3.0,2015000054.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.19350000000000006,2.985833333333334,407812,Strikeout,201500001,7,2,0,R,519166,R,True
217,-0.133,1.1,84.0,78.6,481.964,123.625,-6.7,8.1,23.9,3.406,22.882,-29.909,1.82,3.67,2.0,1.331,-123.126,-5.872,122.07,-0.966,209.08,50.0,6.025,2.2,1.42,17.0,13.0,F,S,SL,447,3.0,2015000054.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,-0.7328333333333333,3.444166666666667,407812,Strikeout,201500001,7,2,0,R,519166,R,True
218,0.614,2.692,92.7,84.2,2635.959,196.158,28.5,2.6,23.7,-6.863,33.741,-8.489,1.82,3.67,2.0,5.417,-135.72,-7.017,93.6,-0.937,166.1,50.0,5.925,-3.73,12.85,39.0,6.0,S,S,FF,448,3.0,2015000054.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.14933333333333332,3.237666666666667,407812,Strikeout,201500001,7,2,0,R,519166,R,True
219,0.313,1.552,82.9,76.9,692.797,110.36,-10.4,8.6,23.8,5.438,24.255,-30.156,1.73,3.68,2.0,1.6,-121.465,-4.595,105.07,-0.829,196.88,50.0,6.097,3.65,1.3,75.0,14.0,S,S,SL,452,3.0,2015000055.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-0.5621666666666667,3.716166666666667,425509,Single,201500001,7,2,0,R,519166,R,True
220,2.44,1.676,85.1,79.2,545.467,120.41,-9.6,8.0,23.9,4.038,24.288,-29.804,1.73,3.68,2.0,6.706,-124.531,-4.613,23.99,-0.618,193.53,50.0,6.009,2.56,1.46,30.0,14.0,B,B,SL,453,3.0,2015000055.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.6976666666666667,3.7208333333333337,425509,Single,201500001,7,2,0,R,519166,R,True
221,0.007,3.343,84.3,78.1,761.41,125.422,-10.8,7.6,23.8,5.288,23.929,-28.413,1.73,3.68,2.0,0.903,-123.642,-1.1,116.73,-0.806,148.52,50.0,6.171,3.41,2.37,24.0,2.0,S,S,SL,454,3.0,2015000055.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,-0.6836666666666666,4.5595,425509,Single,201500001,7,2,0,R,519166,R,True
222,0.772,3.005,92.4,84.6,2073.618,206.137,24.3,3.9,23.8,-8.517,31.002,-14.818,1.73,3.68,2.0,6.015,-135.262,-4.831,87.57,-0.886,157.65,50.0,5.862,-4.62,9.38,48.0,12.0,D,X,FF,455,3.0,2015000055.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.328,3.6518333333333337,425509,Single,201500001,7,2,0,R,519166,R,True
223,-0.933,1.083,91.8,84.3,2252.637,206.819,29.1,4.0,23.8,-9.411,30.699,-13.56,1.68,3.57,2.0,3.09,-134.332,-9.617,152.56,-1.429,209.54,50.0,5.687,-5.18,10.21,65.0,13.0,B,B,FF,459,3.0,2015000056.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,-0.7493333333333334,2.5341666666666667,571431,Pop Out,201500001,7,3,0,R,519166,L,True
224,-1.005,1.903,91.8,83.7,2388.111,195.924,23.9,3.2,23.7,-6.071,32.348,-10.897,1.68,3.57,2.0,1.642,-134.417,-8.171,155.31,-1.191,187.4,50.0,5.779,-3.36,11.73,61.0,13.0,X,X,FF,460,3.0,2015000056.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,-0.8179999999999998,2.8635,571431,Pop Out,201500001,7,3,0,R,519166,L,True
225,-0.533,1.321,92.7,84.8,1758.227,217.498,24.0,5.0,23.8,-10.014,32.567,-19.123,1.57,3.5,2.0,3.144,-135.737,-7.352,137.32,-1.008,203.11,50.0,5.419,-5.42,7.03,73.0,13.0,X,X,FF,468,0.0,2015000057.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3188333333333333,2.7841666666666662,592609,Groundout,201500001,7,1,3,R,593372,R,False
226,-0.567,0.488,91.9,85.0,2409.412,211.08,35.5,4.1,23.8,-11.517,28.324,-13.068,1.55,3.36,2.0,3.204,-134.328,-10.454,138.61,-0.957,225.6,50.0,5.352,-6.29,10.39,54.0,13.0,B,B,FF,474,0.0,2015000058.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.23783333333333334,2.0541666666666667,570489,Walk,201500001,7,1,3,R,593372,L,False
227,0.37,2.028,89.4,81.7,2021.549,208.594,23.4,4.5,23.7,-8.729,30.011,-16.161,1.55,3.36,2.0,5.237,-130.884,-6.026,102.9,-1.006,184.02,50.0,5.589,-5.08,9.27,40.0,9.0,C,S,FF,475,0.0,2015000058.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.10533333333333333,3.0360000000000005,570489,Walk,201500001,7,1,3,R,593372,L,False
228,-1.93,3.192,91.6,84.1,2234.798,247.821,37.1,6.9,23.8,-19.153,30.434,-24.366,1.55,3.36,2.0,2.001,-134.272,-1.451,190.57,-1.318,152.6,50.0,5.481,-10.54,4.26,38.0,11.0,B,B,FT,476,0.0,2015000058.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,-0.7456666666666668,3.9815,570489,Walk,201500001,7,1,3,R,593372,L,False
229,-0.719,2.402,91.8,83.6,2226.584,238.569,36.6,6.3,23.7,-17.623,33.285,-21.404,1.55,3.36,2.0,4.129,-134.572,-4.143,144.41,-1.019,173.93,50.0,5.507,-9.76,5.92,53.0,13.0,F,S,FT,477,0.0,2015000058.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,-0.05566666666666664,3.4611666666666667,570489,Walk,201500001,7,1,3,R,593372,L,False
230,-0.92,0.004,85.3,78.6,2532.223,262.387,33.9,9.7,23.8,-21.6,27.801,-29.287,1.55,3.36,2.0,4.187,-124.853,-7.452,152.07,-0.832,238.67,50.0,5.474,-13.84,1.8,46.0,13.0,B,B,CH,478,0.0,2015000058.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.2773333333333333,2.589,570489,Walk,201500001,7,1,3,R,593372,L,False
231,0.039,2.032,94.1,85.9,2022.78,203.541,22.8,3.8,23.7,-7.672,33.49,-14.565,1.55,3.36,2.0,3.635,-137.762,-6.728,115.51,-0.78,183.92,50.0,5.509,-4.03,9.22,30.0,8.0,F,S,FF,479,0.0,2015000058.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,-0.03466666666666662,3.0021666666666667,570489,Walk,201500001,7,1,3,R,593372,L,False
232,0.931,0.542,92.3,85.3,2478.829,237.065,39.4,6.1,23.8,-19.326,28.564,-19.655,1.55,3.36,2.0,8.512,-134.767,-8.846,81.51,-0.902,224.15,50.0,5.248,-10.48,6.75,54.0,14.0,*B,B,FT,480,0.0,2015000058.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,0.8878333333333335,2.3325,570489,Walk,201500001,7,1,3,R,593372,L,False
233,-0.571,2.112,93.0,85.8,1915.106,221.435,29.6,4.9,23.8,-11.9,29.566,-18.693,1.43,3.3,2.0,2.998,-136.221,-5.485,138.77,-0.863,181.76,50.0,5.441,-6.33,7.13,59.0,4.0,F,S,FF,484,0.0,2015000059.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.1895,3.1823333333333332,471083,Strikeout,201500001,7,2,3,R,593372,L,False
234,-0.055,1.454,94.1,86.6,2481.943,200.685,32.2,3.0,23.8,-8.318,30.362,-10.145,1.43,3.3,2.0,3.471,-137.641,-8.706,119.1,-0.769,199.52,50.0,5.343,-4.33,11.44,37.0,8.0,B,B,FF,485,0.0,2015000059.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,-0.051166666666666694,2.4451666666666667,471083,Strikeout,201500001,7,2,3,R,593372,L,False
235,-1.092,1.299,92.2,85.1,2129.353,252.772,33.6,7.3,23.8,-18.937,29.946,-26.302,1.43,3.3,2.0,3.108,-135.083,-5.679,158.62,-0.925,203.71,50.0,5.282,-10.27,3.14,73.0,13.0,B,B,FT,486,0.0,2015000059.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,-0.15266666666666684,3.028833333333333,471083,Strikeout,201500001,7,2,3,R,593372,L,False
236,-0.527,1.96,85.5,78.4,2267.149,262.455,31.3,9.1,23.8,-19.412,27.78,-29.603,1.43,3.3,2.0,4.737,-125.305,-2.997,137.09,-0.85,185.86,50.0,5.617,-12.34,1.59,42.0,7.0,F,S,CH,490,0.0,2015000059.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.3398333333333333,3.656,471083,Strikeout,201500001,7,2,3,R,593372,L,False
237,-2.387,1.338,84.9,78.5,2051.118,267.128,28.4,9.5,23.8,-17.58,26.592,-31.292,1.43,3.3,2.0,0.667,-124.502,-4.159,207.99,-1.196,202.65,50.0,5.639,-11.28,0.52,35.0,13.0,B,B,CH,491,0.0,2015000059.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,-0.8515000000000001,3.4451666666666667,471083,Strikeout,201500001,7,2,3,R,593372,L,False
238,-1.028,1.501,84.5,77.4,2197.067,255.832,31.4,8.8,23.8,-18.178,27.618,-27.585,1.43,3.3,2.0,3.818,-123.8,-4.098,156.18,-1.061,198.25,50.0,5.52,-11.86,2.95,61.0,13.0,S,S,CH,492,0.0,2015000059.0,3.0,2.0,1.0,6.0,0.0,1.0,0.0,-0.0561666666666667,3.264666666666666,471083,Strikeout,201500001,7,2,3,R,593372,L,False
239,0.081,0.867,93.6,86.0,1771.401,212.561,21.8,4.6,23.8,-8.994,31.32,-18.09,1.52,3.39,2.0,4.528,-136.862,-8.647,113.91,-0.98,215.37,50.0,5.315,-4.76,7.42,38.0,14.0,B,B,FF,496,0.0,2015000060.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-0.05283333333333334,2.472666666666667,600303,Groundout,201500001,7,3,3,R,593372,L,False
240,-0.642,2.407,92.6,85.3,1931.36,200.922,19.8,3.8,23.8,-6.45,29.687,-15.304,1.52,3.39,2.0,2.423,-135.669,-5.264,141.47,-1.097,173.79,50.0,5.439,-3.46,9.01,42.0,4.0,C,S,FF,497,0.0,2015000060.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,-0.5811666666666666,3.1721666666666666,600303,Groundout,201500001,7,3,3,R,593372,L,False
241,-0.562,2.244,84.3,77.9,1801.356,244.512,26.6,7.7,23.8,-13.841,24.661,-25.576,1.52,3.39,2.0,3.889,-123.491,-3.139,138.42,-0.993,178.19,50.0,5.684,-8.97,4.23,39.0,4.0,C,S,CH,498,0.0,2015000060.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,-0.030000000000000027,3.6115000000000004,600303,Groundout,201500001,7,3,3,R,593372,L,False
242,1.007,1.21,82.7,76.9,1401.063,90.543,-20.4,9.5,23.8,11.713,23.963,-32.063,1.52,3.39,2.0,2.52,-121.292,-3.134,78.62,-1.068,206.11,50.0,5.318,7.87,0.03,58.0,14.0,B,B,CU,499,0.0,2015000060.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,-0.6863333333333335,3.2615,600303,Groundout,201500001,7,3,3,R,593372,L,False
243,-0.639,3.037,80.7,74.8,1911.466,82.444,-23.8,10.7,23.8,15.447,22.419,-34.223,1.52,3.39,2.0,-2.22,-118.268,0.5,141.36,-1.105,156.78,50.0,5.96,10.9,-1.5,41.0,1.0,F,S,CU,500,0.0,2015000060.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,-1.7803333333333333,4.6235,600303,Groundout,201500001,7,3,3,R,593372,L,False
244,-0.728,2.203,94.1,86.4,2131.101,211.111,31.6,4.0,23.8,-10.469,31.891,-14.828,1.52,3.39,2.0,2.219,-137.926,-5.975,144.75,-0.836,179.3,50.0,5.404,-5.46,9.0,45.0,13.0,X,X,FF,501,0.0,2015000060.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,-0.327,3.0534999999999997,600303,Groundout,201500001,7,3,3,R,593372,L,False
245,0.865,1.825,81.8,75.4,338.231,324.764,1.2,9.8,23.8,-1.612,25.103,-34.456,1.57,3.51,2.0,4.632,-119.841,-2.336,84.03,-0.955,189.51,50.0,5.917,-1.12,-1.63,86.0,14.0,F,S,SL,511,3.0,2015000061.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04833333333333335,4.006833333333334,425877,Strikeout,201500001,8,1,0,R,467008,R,True
246,0.354,3.048,92.9,85.1,2345.794,240.512,38.7,6.2,23.8,-19.15,31.626,-21.345,1.57,3.51,2.0,6.195,-136.06,-3.606,103.51,-0.624,156.48,50.0,5.881,-10.28,5.77,44.0,3.0,F,S,FT,512,3.0,2015000061.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.7216666666666666,3.9836666666666667,425877,Strikeout,201500001,8,1,0,R,467008,R,True
247,0.249,2.887,92.9,85.1,2627.937,242.57,43.2,6.5,23.8,-21.88,31.855,-20.818,1.57,3.51,2.0,6.229,-136.091,-4.144,107.51,-0.552,160.83,50.0,5.884,-11.75,6.06,42.0,3.0,F,S,FT,513,3.0,2015000061.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.8276666666666666,3.8805000000000005,425877,Strikeout,201500001,8,1,0,R,467008,R,True
248,1.468,2.184,82.4,76.5,499.849,119.054,-8.1,8.5,23.8,3.638,23.368,-30.153,1.57,3.51,2.0,4.333,-120.79,-2.681,61.04,-0.668,179.81,50.0,5.957,2.46,1.32,23.0,14.0,B,B,SL,514,3.0,2015000061.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.19499999999999998,3.9605,425877,Strikeout,201500001,8,1,0,R,467008,R,True
249,1.219,0.16,81.1,75.6,487.575,134.178,-6.7,8.7,23.9,2.861,22.475,-29.394,1.57,3.51,2.0,4.749,-118.699,-6.636,70.53,-1.067,234.46,50.0,5.664,2.0,1.89,40.0,14.0,B,B,SL,515,3.0,2015000061.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,-0.09066666666666659,2.7544999999999997,425877,Strikeout,201500001,8,1,0,R,467008,R,True
250,0.33,3.418,93.4,85.5,2392.822,228.175,40.8,5.1,23.8,-16.817,31.937,-17.125,1.57,3.51,0.873,5.949,-136.827,-3.513,104.42,-0.719,146.49,50.0,5.901,-8.93,7.95,49.0,3.0,F,S,FT,516,3.0,2015000061.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.5496666666666666,3.9969999999999994,425877,Strikeout,201500001,8,1,0,R,467008,R,True
251,-1.025,1.791,93.7,85.5,2234.431,244.47,36.8,6.7,23.7,-19.074,34.527,-23.064,1.57,3.51,2.0,2.621,-137.245,-6.51,156.07,-0.683,190.42,50.0,5.798,-10.15,4.81,69.0,13.0,T,S,FT,517,3.0,2015000061.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,-0.008166666666666655,3.393666666666667,425877,Strikeout,201500001,8,1,0,R,467008,R,True
