AgeRange,Grouping,Age,inflightWifi,Dept_Arr_Time_Convenience,onlineBooking_ease,gateLocation,foodandDrinks,onlineBoarding,seatComfort,inflightEntertainment,onboardService,legroomService,baggageHandling,checkinService,inflightService,Cleanliness
0-14,Business travel,10.330049261083744,2.6420361247947457,2.6469622331691296,2.825944170771757,3.0730706075533663,2.9885057471264367,2.793103448275862,2.9392446633825946,2.9967159277504103,2.9203612479474548,3.092775041050903,3.5985221674876846,2.960591133004926,3.564039408866995,3.0016420361247946
0-14,Personal Travel,9.984710178000913,2.511182108626198,3.6070287539936103,2.4739844819717023,2.9005020538566866,2.990415335463259,2.49406663623916,2.9653126426289367,3.021223185759927,3.306481058877225,3.2462345960748515,3.703560018256504,3.3085349155636696,3.746006389776358,3.009584664536741
14-24,Business travel,21.119840875186476,2.8310956406431296,2.507210343112879,2.8747720868556272,2.9880656389855793,3.1972484667661196,3.0222940493949944,3.146527432454832,3.2037957898226423,3.1755345599204374,3.17503729487817,3.6433780871871373,3.1697331344273163,3.6511685728493286,3.2028841372451518
14-24,Personal Travel,18.9073756432247,2.522727272727273,3.647798742138365,2.468696397941681,2.9299599771297884,3.021869639794168,2.49199542595769,2.9897084048027445,3.052887364208119,3.3429102344196684,3.2448542024013722,3.7795883361921097,3.327186963979417,3.775300171526587,3.0468839336763867
24-50,Business travel,37.93447957910723,2.81851711232847,2.8208493789662095,2.867476632134657,3.0054600350743974,3.2852416336714216,3.4559852470575474,3.570230153134096,3.5151235739726276,3.444360073041529,3.4816040209000017,3.6612789499376253,3.304134801395744,3.6676791235016544,3.38364882211495
24-50,Personal Travel,37.51542471634468,2.527445568843913,3.6505366452008587,2.481447408770316,2.9264029438822448,3.070223857712358,2.758785648574057,3.170254523152407,3.0613308800981294,3.2918736583869976,3.1068383931309413,3.60558111008893,3.348727384237964,3.64556884391291,3.125053664520086
> 50,Business travel,57.42141435207129,2.840127026258413,2.8997535311403926,2.9303251493032514,2.998862451417196,3.2716845198597024,3.738837804531235,3.7805953170916675,3.6360318513603187,3.586595885865959,3.646554175751256,3.6620058773343445,3.351360318513603,3.653569058678548,3.411650393402218
> 50,Personal Travel,60.46865003198976,2.5068777991042865,3.646353166986564,2.4740083173384515,2.912507997440819,3.117162507997441,3.135156749840051,3.405390275111964,3.054222648752399,3.1816218809980805,2.88275751759437,3.372120921305182,3.3371721049264234,3.393953934740883,3.1938579654510555
